601006,大秦铁路 (601006),交易中 2018-01-09 13:52:49,9.79,1.0082,9.71,2.5000,4.5000,4.8000,4.3000,3.9000
000001,平安银行 (000001),交易中 2018-01-09 13:53:15,13.02,1.488,8.75,1.5800,1.5300,1.7400,1.6000,1.7000
